Date,Ticker,Open,High,Low,Close,Adjusted,Returns,Volume
2015-01-02,Dow_Jones,17823.0703125,17951.779296875,17731.30078125,17832.990234375,17832.990234375,,76270000
2015-01-02,NASDAQ,4760.240234375,4777.009765625,4698.10986328125,4726.81005859375,4726.81005859375,,1435150000
2015-01-02,SP500,2058.89990234375,2072.360107421875,2046.0400390625,2058.199951171875,2058.199951171875,,2708700000
2015-01-05,Dow_Jones,17821.30078125,17821.30078125,17475.9296875,17501.650390625,17501.650390625,-0.018580161789765737,116160000
2015-01-05,NASDAQ,4700.33984375,4702.77001953125,4641.4599609375,4652.56982421875,4652.56982421875,-0.015706202164824656,1794470000
2015-01-05,SP500,2054.43994140625,2054.43994140625,2017.3399658203125,2020.5799560546875,2020.5799560546875,-0.018278105145113743,3799120000
2015-01-06,Dow_Jones,17504.1796875,17581.05078125,17262.369140625,17371.640625,17371.640625,-0.007428428903747397,101870000
2015-01-06,NASDAQ,4666.85009765625,4667.330078125,4567.58984375,4592.740234375,4592.740234375,-0.012859471669250278,2167320000
2015-01-06,SP500,2022.1500244140625,2030.25,1992.43994140625,2002.6099853515625,2002.6099853515625,-0.008893471722946522,4460110000
2015-01-07,NASDAQ,4626.83984375,4652.72021484375,4613.89990234375,4650.47021484375,4650.47021484375,0.012569833590121648,1957950000
2015-01-07,SP500,2005.550048828125,2029.6099853515625,2005.550048828125,2025.9000244140625,2025.9000244140625,0.01162984267174294,3805480000
2015-01-07,Dow_Jones,17374.779296875,17597.080078125,17374.779296875,17584.51953125,17584.51953125,0.01225439271082096,91030000
2015-01-08,SP500,2030.6099853515625,2064.080078125,2030.6099853515625,2062.139892578125,2062.139892578125,0.017888280629516196,3934010000
2015-01-08,Dow_Jones,17591.970703125,17916.0390625,17591.970703125,17907.869140625,17907.869140625,0.018388310741181524,114890000
2015-01-08,NASDAQ,4689.5400390625,4741.3798828125,4688.02001953125,4736.18994140625,4736.18994140625,0.01843248587828672,2105450000
2015-01-09,SP500,2063.449951171875,2064.429931640625,2038.3299560546875,2044.81005859375,2044.81005859375,-0.008403811034715436,3364140000
2015-01-09,Dow_Jones,17911.01953125,17915.3203125,17686.08984375,17737.369140625,17737.369140625,-0.009520954093483525,93390000
2015-01-09,NASDAQ,4744.47021484375,4744.7099609375,4681.240234375,4704.06982421875,4704.06982421875,-0.006781847346680303,1715830000
2015-01-12,SP500,2046.1300048828125,2049.300048828125,2022.5799560546875,2028.260009765625,2028.260009765625,-0.008093685160912578,3456460000
2015-01-12,NASDAQ,4714.06982421875,4715.81005859375,4650.64990234375,4664.7099609375,4664.7099609375,-0.008367193675273943,1861960000
2015-01-12,Dow_Jones,17742.05078125,17793.880859375,17571.580078125,17640.83984375,17640.83984375,-0.005442142862884469,92500000
2015-01-13,NASDAQ,4708.740234375,4751.33984375,4624.27978515625,4661.5,4661.5,-0.0006881373042226802,2162180000
2015-01-13,Dow_Jones,17645.01953125,17923.009765625,17498.23046875,17613.6796875,17613.6796875,-0.0015396180958823225,99360000
2015-01-13,SP500,2031.5799560546875,2056.929931640625,2008.25,2023.030029296875,2023.030029296875,-0.0025785552362955766,4107300000
2015-01-14,NASDAQ,4610.759765625,4655.3701171875,4595.97998046875,4639.31982421875,4639.31982421875,-0.004758162776198671,2073810000
2015-01-14,Dow_Jones,17609.060546875,17609.060546875,17264.900390625,17427.08984375,17427.08984375,-0.010593461846726937,109180000
2015-01-14,SP500,2018.4000244140625,2018.4000244140625,1988.43994140625,2011.27001953125,2011.27001953125,-0.005813067327385291,4378680000
2015-01-15,NASDAQ,4657.4599609375,4663.9599609375,4567.39013671875,4570.81982421875,4570.81982421875,-0.014765095444036369,1976260000
2015-01-15,Dow_Jones,17436.30078125,17517.41015625,17298.0390625,17320.7109375,17320.7109375,-0.006104226649646383,94520000
2015-01-15,SP500,2013.75,2021.3499755859373,1991.469970703125,1992.6700439453125,1992.6700439453125,-0.009247875921837956,4276720000
2015-01-16,NASDAQ,4566.3798828125,4635.81982421875,4563.10986328125,4634.3798828125,4634.3798828125,0.013905614537018884,1970520000
2015-01-16,Dow_Jones,17320.0,17528.369140625,17243.55078125,17511.5703125,17511.5703125,0.0110191420946113,140480000
2015-01-16,SP500,1992.25,2020.4599609375,1988.1199951171875,2019.4200439453125,2019.4200439453125,0.013424199395820402,4056410000
2015-01-20,NASDAQ,4655.83984375,4665.64990234375,4601.10009765625,4654.85009765625,4654.85009765625,0.0044170342875144986,1835040000
2015-01-20,SP500,2020.760009765625,2028.93994140625,2004.489990234375,2022.550048828125,2022.550048828125,0.0015499523698385698,3944340000
2015-01-20,Dow_Jones,17516.9609375,17588.69921875,17346.73046875,17515.23046875,17515.23046875,0.000209013594137053,119600000
2015-01-21,SP500,2020.18994140625,2038.2900390625,2012.0400390625,2032.1199951171875,2032.1199951171875,0.004731623968765364,3730070000
2015-01-21,NASDAQ,4641.9501953125,4692.4599609375,4629.58984375,4667.419921875,4667.419921875,0.002700371430882198,1847420000
2015-01-21,Dow_Jones,17509.9609375,17599.580078125,17396.0390625,17554.279296875,17554.279296875,0.0022294213139055774,95530000
2015-01-22,SP500,2034.300048828125,2064.6201171875,2026.3800048828125,2063.14990234375,2063.14990234375,0.015269721916580492,4176050000
2015-01-22,NASDAQ,4690.93017578125,4752.60009765625,4644.56982421875,4750.39990234375,4750.39990234375,0.017778554717102768,1996550000
2015-01-22,Dow_Jones,17557.2890625,17840.890625,17482.5390625,17813.98046875,17813.98046875,0.014794180238503651,111980000
2015-01-23,SP500,2062.97998046875,2062.97998046875,2050.5400390625,2051.820068359375,2051.820068359375,-0.005491522439307173,3573560000
2015-01-23,NASDAQ,4748.18994140625,4771.18017578125,4737.9501953125,4757.8798828125,4757.8798828125,0.0015746001647269914,1653830000
2015-01-23,Dow_Jones,17812.5,17812.5,17667.529296875,17672.599609375,17672.599609375,-0.007936511417143133,97110000
2015-01-26,SP500,2050.419921875,2057.6201171875,2040.969970703125,2057.090087890625,2057.090087890625,0.002568460857030219,3465760000
2015-01-26,NASDAQ,4752.35986328125,4774.18017578125,4734.2001953125,4771.759765625,4771.759765625,0.0029172411146065613,1717510000
